title,link,published,summary
"Prabowo Naikkan Gaji Guru dengan Anggaran Rp16 T, DPR: Pendidik Jangan Malas",https://bisnis.tempo.co/read/1946902/prabowo-naikkan-gaji-guru-dengan-anggaran-rp16-t-dpr-pendidik-jangan-malas,"Fri, 29 Nov 2024 14:17:52 +0700","Prabowo mengatakan, guru swasta yang belum bersertifikasi, akan mendapat bantuan dana tunai yang langsung ditransfer."
"BI: Penjualan Properti Residensial Triwulan III 2024 Terkontraksi 7,14 Persen",https://bisnis.tempo.co/read/1946899/bi-penjualan-properti-residensial-triwulan-iii-2024-terkontraksi-714-persen,"Fri, 29 Nov 2024 14:03:34 +0700",Bank Indonesia (BI) mencatat penjualan properti residensial di pasar primer pada triwulan III 2024 menurun.
Arsjad Rasjid: Saya Tak akan Maju dalam Munas Kadin,https://bisnis.tempo.co/read/1946892/arsjad-rasjid-saya-tak-akan-maju-dalam-munas-kadin,"Fri, 29 Nov 2024 13:46:54 +0700",Ketua Umum Kamar Dagang dan Industri (Kadin) Indonesia Arsjad Rasjid menyatakan tak akan mencalonkan diri menjadi ketua umum dalam Musyawarah Nasional (Munas).
Asosiasi Ojol Kecam Rencana Bahlil Cabut Subsidi BBM,https://bisnis.tempo.co/read/1946891/asosiasi-ojol-kecam-rencana-bahlil-cabut-subsidi-bbm,"Fri, 29 Nov 2024 13:44:30 +0700","Ketua Umum Asosiasi Pengemudi Ojek Daring Garda Indonesia, Igun Wicaksono mengecam pernyataan Menteri Energi dan Sumber Daya Mineral (ESDM), Bahlil Lahadalia yang akan mencabut subsidi BBM untuk ojol."
"Banyak Keluarga Muda Gagal KPR karena Pernah Tersangkut Pinjol, Apersi Berharap Pemerintah Beri Kelonggaran",https://bisnis.tempo.co/read/1946875/banyak-keluarga-muda-gagal-kpr-karena-pernah-tersangkut-pinjol-apersi-berharap-pemerintah-beri-kelonggaran,"Fri, 29 Nov 2024 13:01:17 +0700",Apersi berharap pemerintah bisa memberikan kelonggaran pada masyarakat berpenghasilan rendah yang gagal mengajukan KPR karena terjerat pinjol.
"Bea Cukai Berantas Penyelundupan 289 Unit Handphone, Komputer Genggam, dan Tablet Ilegal Senilai Rp 867 Juta",https://bisnis.tempo.co/read/1946863/bea-cukai-berantas-penyelundupan-289-unit-handphone-komputer-genggam-dan-tablet-ilegal-senilai-rp-867-juta,"Fri, 29 Nov 2024 12:12:59 +0700","Direktorat Jenderal Bea Cukai Kementerian Keuangan memberantas 289 unit handphone, komputer genggam, dan tablet (HKT) senilai Rp867 juta. Langkah tersebut berasal dari 8 penindakan pada periode 4 hingga 27 November 2024."
Wakil Menteri BUMN Sebut Gapoktan akan jadi Koperasi Mulai April 2025,https://bisnis.tempo.co/read/1946862/wakil-menteri-bumn-sebut-gapoktan-akan-jadi-koperasi-mulai-april-2025,"Fri, 29 Nov 2024 12:07:44 +0700","Wakil Menteri BUMN Kartika Wirjoatmodjo berharap, perubahan kelembagaan Gapoktan menjadi koperasi dapat selesai maksimal pada April 2025."
Harga Emas Antam Hari Ini Turun Rp 5 Ribu di Level Rp1.508.000 per Gram,https://bisnis.tempo.co/read/1946859/harga-emas-antam-hari-ini-turun-rp-5-ribu-di-level-rp1-508-000-per-gram,"Fri, 29 Nov 2024 12:00:08 +0700","Harga emas PT Aneka Tambang Tbk atau harga emas Antam turun Rp5 ribu di level Rp1.508.000 per gram pada Jumat, 29 November 2024."
"Tanggapi Peluncuran Danantara, Mensesneg Prasetyo Hadi: Tunggu Tanggal Mainnya",https://bisnis.tempo.co/read/1946858/tanggapi-peluncuran-danantara-mensesneg-prasetyo-hadi-tunggu-tanggal-mainnya,"Fri, 29 Nov 2024 11:56:46 +0700",Menteri Sekretaris Negara Prasetyo Hadi mengatakan belum ada kepastian mengenai peluncuran Badan Pengelola Investasi Daya Anagata Nusantara (Danantara).
"Kadin Arsjad Rasjid Gelar Rapimnas Hari Ini, Agendakan Bahas Percepatan Munas",https://bisnis.tempo.co/read/1946856/kadin-arsjad-rasjid-gelar-rapimnas-hari-ini-agendakan-bahas-percepatan-munas,"Fri, 29 Nov 2024 11:55:47 +0700","Kamar Dagang dan Industri (Kadin) Indonesia pimpinan Arsjad Rasjid menggelar Rapat Pimpinan Nasional (Rapimnas) 2024 di Hotel Pullman, Jakarta, Jumat, 29 November 2024."
Manfaat BRIguna: Solusi Keuangan Fleksibel dan Mudah,https://bisnis.tempo.co/read/1946844/manfaat-briguna-solusi-keuangan-fleksibel-dan-mudah,"Fri, 29 Nov 2024 11:11:00 +0700","BRIguna dari BRI menawarkan pinjaman fleksibel untuk kebutuhan finansial seperti pendidikan, renovasi, dan usaha. Proses mudah via BRImo, tenor hingga 15 tahun, suku bunga kompetitif, dan promo menarik."
"Penerima Subsidi BBM dan Listrik: Ada 3 Opsi Pemerintah, Kenapa Ojol Tidak Termasuk?",https://bisnis.tempo.co/read/1946842/penerima-subsidi-bbm-dan-listrik-ada-3-opsi-pemerintah-kenapa-ojol-tidak-termasuk,"Fri, 29 Nov 2024 11:03:58 +0700",Pemerintah akan mengubah cara pemberian subsidi BBM dan listrik untuk masyarakat miskin karena cara lama dinilai banyak salah sasaran.
BRI Rayakan HUT ke-129: Rilis BRIguna sebagai Solusi Semua Kebutuhan Nasabah,https://bisnis.tempo.co/read/1946839/bri-rayakan-hut-ke-129-rilis-briguna-sebagai-solusi-semua-kebutuhan-nasabah,"Fri, 29 Nov 2024 11:01:00 +0700","Produk BRIguna dirancang sebagai solusi untuk nasabah dalam memenuhi berbagai kebutuhan, mulai dari pendidikan, renovasi rumah, hingga modal usaha."
"Kenaikan PPN 12 Persen: Dikaji DPR, Kritik, dan Kategori Barang yang Terkena Dampaknya",https://bisnis.tempo.co/read/1946814/kenaikan-ppn-12-persen-dikaji-dpr-kritik-dan-kategori-barang-yang-terkena-dampaknya,"Fri, 29 Nov 2024 09:47:24 +0700","Rencana kenaikan PPN 12 persen ini memicu beragam reaksi, serta adanya tuntutan untuk mempertimbangkan ulang"
"Rencana Tata Ruang PSN PIK 2 Bermasalah, Nusron Wahid Bakal Kaji Ulang",https://bisnis.tempo.co/read/1946813/rencana-tata-ruang-psn-pik-2-bermasalah-nusron-wahid-bakal-kaji-ulang,"Fri, 29 Nov 2024 09:47:19 +0700",Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional (ATR/BPN) Nusron Wahid mengatakan proyek strategis nasional (PSN) pariwisata Tropical Coastland Pantai Indah Kapuk atau PIK 2 di Banten bakal dikaji ulang.
Mendag Targetkan Harga MinyaKita Turun Pekan Ini,https://bisnis.tempo.co/read/1946783/mendag-targetkan-harga-minyakita-turun-pekan-ini,"Fri, 29 Nov 2024 09:00:00 +0700","Harga rata-rata nasional MinyaKita kini tembus Rp 17.100 per liter, lebih tinggi dari Harga Eceran Tertinggi (HET) sebesar Rp 15.700 per liter."
"Danantara Siap Beroperasi, Muliaman Hadad Serahkan PP dan Perpres ke Mensesneg Pagi Ini",https://bisnis.tempo.co/read/1946788/danantara-siap-beroperasi-muliaman-hadad-serahkan-pp-dan-perpres-ke-mensesneg-pagi-ini,"Fri, 29 Nov 2024 08:47:25 +0700","Kepala Danantara Muliaman Hadad dan Wakil Kepala Danantara Kaharuddin Djenod akan menyerahkan PP dan Perpres BPI Danantara kepada Menteri Sekretaris Negara Prasetyo Hadi di Gedung Kementerian Sekretariat Negara, kompleks Istana Kepresidenan"
"Harga pangan Jumat: Beras dan Bawang Turun, Cabai Rawit Naik Rp2.590 Menjadi Rp40.490 per Kilogram",https://bisnis.tempo.co/read/1946786/harga-pangan-jumat-beras-dan-bawang-turun-cabai-rawit-naik-rp2-590-menjadi-rp40-490-per-kilogram,"Fri, 29 Nov 2024 08:40:04 +0700",Badan Pangan Nasional (Bapanas) mencatat sejumlah harga pangan secara umum fluktuatif pada Jumat pagi
"Pemerintah Siapkan Harbolnas 12.12, Target Transaksi Hampir Rp 30 Triliun",https://bisnis.tempo.co/read/1946776/pemerintah-siapkan-harbolnas-12-12-target-transaksi-hampir-rp-30-triliun,"Fri, 29 Nov 2024 07:51:12 +0700",Pemerintah menargetkan total transaksi untuk acara Harbolnas tahun ini sekitar Rp 28 triliun hingga Rp 30 triliun.
"Pemerintah akan Bangun Ekosistem Halal Satu Atap Lewat BPJPH, Bagaimana dengan Sertifikasi Halal MUI?",https://bisnis.tempo.co/read/1946771/pemerintah-akan-bangun-ekosistem-halal-satu-atap-lewat-bpjph-bagaimana-dengan-sertifikasi-halal-mui,"Fri, 29 Nov 2024 07:33:25 +0700","Kepala Badan Penyelenggara Jaminan Produk Halal (BPJPH), Haikal Hassan Baras menyebutkan pemerintah akan segera membentuk ekosistem halal."
"Prabowo Umumkan Kenaikan Gaji Guru Efektif Berlaku Tahun 2025, Berapa Besarannya?",https://bisnis.tempo.co/read/1946727/prabowo-umumkan-kenaikan-gaji-guru-efektif-berlaku-tahun-2025-berapa-besarannya,"Fri, 29 Nov 2024 05:31:00 +0700","Presiden Prabowo Subianto telah mengumumkan kenaikan alokasi anggaran untuk kesejahteraan guru ASN dan non-ASN pada tahun 2025 menjadi Rp 81,6 triliun"
"Pemerintah Cina Kritik Rencana Kebijakan Pengetatan Impor Presiden AS Terpilih, Donald Trump",https://bisnis.tempo.co/read/1946741/pemerintah-cina-kritik-rencana-kebijakan-pengetatan-impor-presiden-as-terpilih-donald-trump,"Fri, 29 Nov 2024 04:28:32 +0700","Pemerintah Cina kritik rencana kebijakan presiden AS terpilih, Donald Trump, yang bakal menerapkan kenaikan tarif impor dari Cina"
"Ojek Online Bakal Tak Dapat Subsidi BBM, Ekonom Peringatkan Dampaknya ke Perekonomian",https://bisnis.tempo.co/read/1946740/ojek-online-bakal-tak-dapat-subsidi-bbm-ekonom-peringatkan-dampaknya-ke-perekonomian,"Fri, 29 Nov 2024 04:09:27 +0700",Ekonom UPN Veteran Jakarta mengatakan dampak penghapusan subsidi BBM untuk ojek online berdampak ke masyarakat secara keseluruhan.
"Bea Cukai Musnahkan Barang Sitaan Senilai Rp 44 Miliar, Ada Pakaian Bekas Hingga Rokok Ilegal",https://bisnis.tempo.co/read/1946736/bea-cukai-musnahkan-barang-sitaan-senilai-rp-44-miliar-ada-pakaian-bekas-hingga-rokok-ilegal,"Fri, 29 Nov 2024 02:25:03 +0700",Bea Cukai memusnahkan barang sitaan senilai Rp 44 miliar. Mulai dari pakaian bekas impor hingga rokok ilegal.
"Ikuti Arahan Prabowo, Garuda Akan Turunkan Harga Tiket Pesawat 10 Persen pada Libur Akhir Tahun",https://bisnis.tempo.co/read/1946668/ikuti-arahan-prabowo-garuda-akan-turunkan-harga-tiket-pesawat-10-persen-pada-libur-akhir-tahun,"Thu, 28 Nov 2024 20:56:18 +0700",Garuda Indonesia siap menurunkan harga tiket pesawat untuk rute domestik pada periode Natal 2024 dan Tahun Baru 2025.
Bos BTN Ungkap Finalisasi Perpanjangan Tenor KPR jadi 30 Tahun: OJK Sudah Tidak Ada Isu,https://bisnis.tempo.co/read/1946652/bos-btn-ungkap-finalisasi-perpanjangan-tenor-kpr-jadi-30-tahun-ojk-sudah-tidak-ada-isu,"Thu, 28 Nov 2024 20:29:20 +0700","Direktur Utama BTN, Nixon Napitupulu, mengatakan, perpanjangan tenor KPR menjadi 30 tahun bisa mengatasi persoalan keterjangkauan rumah."
4 Juta Pengemudi Ojol Ancam Turun ke Jalan Bila Bahlil Cabut Subsidi BBM untuk Ojek Online,https://bisnis.tempo.co/read/1946626/4-juta-pengemudi-ojol-ancam-turun-ke-jalan-bila-bahlil-cabut-subsidi-bbm-untuk-ojek-online,"Thu, 28 Nov 2024 19:33:42 +0700","Ketua Umum Asosiasi Pengemudi Ojek Daring Garda Indonesia, Igun Wicaksono mengancam akan turun ke jalan bila subsidi BBM untuk ojol dicabut."
"Impor Garam Konsumsi Disetop Tahun Depan, Trenggono: Kita Bangun Modeling",https://bisnis.tempo.co/read/1946609/impor-garam-konsumsi-disetop-tahun-depan-trenggono-kita-bangun-modeling,"Thu, 28 Nov 2024 18:57:48 +0700",Menteri Trenggono akan membangun satu industri garam tiruan di dalam negeri. Hal ini seiring dengan rencana pemerintah menyetop impor garam.
Daftar Kode Virtual Account DANA untuk Top Up dari Bank,https://bisnis.tempo.co/read/1946578/daftar-kode-virtual-account-dana-untuk-top-up-dari-bank,"Thu, 28 Nov 2024 18:13:00 +0700",Kode virtual DANA perlu diketahui sebelum mengisi saldo DANA dari bank. Berikut daftar lengkapnya.
Unilever Indonesia Jual Bisnis Es Krim ke Magnum Senilai Rp 7 Triliun,https://bisnis.tempo.co/read/1946596/unilever-indonesia-jual-bisnis-es-krim-ke-magnum-senilai-rp-7-triliun,"Thu, 28 Nov 2024 18:05:56 +0700",PT Unilever Indonesia Tbk (UNVR) menjual bisnis es krim miliknya ke PT The Magnum Ice Cream Indonesia.
Maruarar Sirait Bakal Relokasi Warga Kolong Jembatan ke Rusun Mulai Sabtu Ini,https://bisnis.tempo.co/read/1946579/maruarar-sirait-bakal-relokasi-warga-kolong-jembatan-ke-rusun-mulai-sabtu-ini,"Thu, 28 Nov 2024 17:31:05 +0700",Maruarar Sirait alias Ara bakal merelokasi warga yang tinggal di kolong jembatan di Jakarta ke rusun.
Zulhas: Stok Barang Sembako Menjelang Nataru Aman Terkendali,https://bisnis.tempo.co/read/1946554/zulhas-stok-barang-sembako-menjelang-nataru-aman-terkendali,"Thu, 28 Nov 2024 16:39:16 +0700","Menko bidang pangan, Zulkifli Hasan, mengatakan stok barang sembako sampai harga terbilang aman terkendali menjelang Nataru."
CISDI Beberkan Dampak PPN 12 Persen ke Lonjakan Biaya Layanan Kesehatan di Tengah Inflasi Medis,https://bisnis.tempo.co/read/1946551/cisdi-beberkan-dampak-ppn-12-persen-ke-lonjakan-biaya-layanan-kesehatan-di-tengah-inflasi-medis,"Thu, 28 Nov 2024 16:23:18 +0700","Chief Strategist dari Center for Indonesia's Strategic Development Initiatives (CISDI), Yurdhina Meilissa, mengatakan kenaikan Pajak Pertambahan Nilai (PPN) dari 11 persen menjadi 12 persen akan menaikkan biaya layanan kesehatan."
Bahlil Sebut Ojek Online Tidak Jadi Target Subsidi BBM Tepat Sasaran,https://bisnis.tempo.co/read/1946540/bahlil-sebut-ojek-online-tidak-jadi-target-subsidi-bbm-tepat-sasaran,"Thu, 28 Nov 2024 16:12:16 +0700",Bahlil mengatakan ojek online merupakan sebuah usaha.
"Mendag: Harga Rata-Rata Nasional MinyaKita Tembus Rp 17.100, Jawa dan Sumatera Normal",https://bisnis.tempo.co/read/1946541/mendag-harga-rata-rata-nasional-minyakita-tembus-rp-17-100-jawa-dan-sumatera-normal,"Thu, 28 Nov 2024 16:06:50 +0700","Menteri Perdagangan Budi Santoso mengungkapkan, harga rata-rata nasional MinyaKita menyentuh Rp 17.100 per liter menjelang Natal dan tahun baru (Nataru)."
"Pemerintah Turunkan Harga Tiket Pesawat, Bagaimana Caranya dan Kenapa Hanya di Natal-Tahun Baru?",https://bisnis.tempo.co/read/1946538/pemerintah-turunkan-harga-tiket-pesawat-bagaimana-caranya-dan-kenapa-hanya-di-natal-tahun-baru,"Thu, 28 Nov 2024 16:04:53 +0700","Pemerintah menurunkan harga tiket pesawat dalam negeri di seluruh bandara yang ada di Indonesia, namun hanya selama periode Natal 2024 dam Tahun Baru"
Maruarar Sirait Sebut Perusahaan Boy Thohir Bakal Bangun Rumah Rakyat di Kalimantan Selatan,https://bisnis.tempo.co/read/1946534/maruarar-sirait-sebut-perusahaan-boy-thohir-bakal-bangun-rumah-rakyat-di-kalimantan-selatan,"Thu, 28 Nov 2024 16:00:44 +0700",Menteri Maruarar Sirait mengklaim pengusaha sekaligus pemilik PT Adaro Enery Garibaldi Thohir alias Boy Thohir bakal ikut merealisasikan program 3 juta rumah.
"Rupiah Menguat ke Level Rp15.871 per Dolar AS, Penguatan Diprediksi Berlanjut Besok",https://bisnis.tempo.co/read/1946531/rupiah-menguat-ke-level-rp15-871-per-dolar-as-penguatan-diprediksi-berlanjut-besok,"Thu, 28 Nov 2024 15:58:11 +0700","Mata uang rupiah ditutup menguat 63 poin ke level Rp15.871 per dolar AS pada penutupan perdagangan Kamis, 28 November 2024."
Pengajuan KPR Subsidi oleh Keluarga Muda Banyaknya Ditolak karena Utang Pinjol di Bawah Rp 1 Juta,https://bisnis.tempo.co/read/1946521/pengajuan-kpr-subsidi-oleh-keluarga-muda-banyaknya-ditolak-karena-utang-pinjol-di-bawah-rp-1-juta,"Thu, 28 Nov 2024 15:22:50 +0700","Ketua Umum Apersi, Junaidi Abdillah, mengeluhkan banyaknya keluarga baru yang ditolak pengajuan KPR-nya karena terjerat pinjol."
"Maruarar Sirait Serahkan Kunci Rusunawa Pasar Rumput ke Calon Penghuni, Harga Sewa Mulai dari Rp 1,1 Juta",https://bisnis.tempo.co/read/1946516/maruarar-sirait-serahkan-kunci-rusunawa-pasar-rumput-ke-calon-penghuni-harga-sewa-mulai-dari-rp-11-juta,"Thu, 28 Nov 2024 15:00:33 +0700",Menteri Maruarar Sirait alias Ara menyerahkan kunci rumah susun sewa (Rusunawa) Pasar Rumput kepada calon penghuni pada hari ini.
Prabowo Terima Kunjungan Sekjen OECD di Istana Negara,https://bisnis.tempo.co/read/1946510/prabowo-terima-kunjungan-sekjen-oecd-di-istana-negara,"Thu, 28 Nov 2024 14:52:04 +0700",Menko Airlangga mengatakan bahwa kunjungan Cormann ke kantor Prabowo sebagai bagian proses aksesi keanggotaan Indonesia di OECD
"Permintaan MinyaKita Meningkat Menjelang Nataru, Mendag akan Tambah Pasokan",https://bisnis.tempo.co/read/1946503/permintaan-minyakita-meningkat-menjelang-nataru-mendag-akan-tambah-pasokan,"Thu, 28 Nov 2024 14:40:18 +0700",Menteri Perdagangan Budi Santoso mengatakan akan mengirimkan tambahan pasokan MinyaKita di daerah-daerah yang kekurangan.
Maruarar Ingin Program 3 Juta Rumah Sesuai Kebutuhan Pasar: Jangan Dibangun Lalu Kosong,https://bisnis.tempo.co/read/1946500/maruarar-ingin-program-3-juta-rumah-sesuai-kebutuhan-pasar-jangan-dibangun-lalu-kosong,"Thu, 28 Nov 2024 14:28:48 +0700","Menteri Perumahan dan Kawasan Permukiman, Maruarar Sirait menegaskan pembangunan hunian untuk program 3 juta rumah harus sesuai dengan kebutuhan pasar."
BRI Perkuat Komitmen Tata Kelola Perusahaan yang Transparan dan Berkelanjutan,https://bisnis.tempo.co/read/1946493/bri-perkuat-komitmen-tata-kelola-perusahaan-yang-transparan-dan-berkelanjutan,"Thu, 28 Nov 2024 14:15:02 +0700","PT Bank Rakyat Indonesia (Persero) Tbk (BRI) telah berhasil memperoleh penghargaan The Most Trusted Company dalam ajang Corporate Governance Perception Index (CGPI) 2024, di Jakarta, pada Senin, 25 November 2024."
BRI Dinobatkan Sebagai The Most Trusted Company 2024,https://bisnis.tempo.co/read/1946490/bri-dinobatkan-sebagai-the-most-trusted-company-2024,"Thu, 28 Nov 2024 14:12:29 +0700",Penghargaan ini mencerminkan komitmen BRI dalam menerapkan tata kelola perusahaan yang kuat dan adaptif di tengah tantangan yang terus berkembang.
Mendag Sebut Harga Rata-Rata Nasional MinyaKita Melonjak karena Masalah Distribusi,https://bisnis.tempo.co/read/1946473/mendag-sebut-harga-rata-rata-nasional-minyakita-melonjak-karena-masalah-distribusi,"Thu, 28 Nov 2024 13:39:23 +0700","Menteri Perdagangan Budi Santoso mengungkapkan, harga rata-rata nasional MinyaKita lebih tinggi dibandingkan Harga Eceran Tertinggi (HET) sebesar Rp 15.700 menjelang Natal dan tahun baru (Nataru)."
IHSG Melemah ke Level 7.210 di Sesi Pertama Perdagangan Usai Pilkada Serentak,https://bisnis.tempo.co/read/1946463/ihsg-melemah-ke-level-7-210-di-sesi-pertama-perdagangan-usai-pilkada-serentak,"Thu, 28 Nov 2024 13:12:00 +0700","Indeks Harga Saham Gabungan (IHSG) bergerak melemah 0,48 persen di level 7.210 pada akhir sesi pertama setelah libur Pilkada Serentak, Kamis, 28 November 2024."
"Konsumsi Produk Halal Global 2024 Diperkirakan Capai US$ 2,4 Triliun, Menperin: RI Unggul di Mamin dan Fesyen",https://bisnis.tempo.co/read/1946455/konsumsi-produk-halal-global-2024-diperkirakan-capai-us-24-triliun-menperin-ri-unggul-di-mamin-dan-fesyen,"Thu, 28 Nov 2024 12:51:13 +0700","Menteri Perindustrian Agus Gumiwang Kartasasmita mengatakan, sektor makanan dan minuman dan modest fashion halal mencatatkan pertumbuhan masing-masing sebesar 5,87 persen (YoY) dan 3,81 persen (YoY) pada tahun ini."
